id,date,set,song,time,location
560,1/27/1988,2,Divided Sky ,275,201
561,1/27/1988,2,The Ballad of Curtis Loew ,326,201
562,1/27/1988,2,You Enjoy Myself ,905,201
563,1/27/1988,2,The Sloth ,144,201
564,1/27/1988,2,Whipping Post ,779,201
565,1/27/1988,3,Fee ,297,201
566,1/27/1988,3,The Lizards ,244,201
567,1/27/1988,3,Suzy Greenberg ,350,201
568,1/27/1988,3,Golgi Apparatus ,312,201
569,1/27/1988,3,Bike ,278,201
570,1/27/1988,3,Big Black Furry Creature from Mars ,197,201
571,1/27/1988,3,Camel Walk ,304,201
572,1/27/1988,3,Harry Hood ,714,201
573,2/3/1988,1,David Bowie,1095,201
574,2/3/1988,2,Sympathy for the Devil,376,201
575,2/3/1988,2,Fee,329,201
576,2/3/1988,2,Run Like an Antelope,261,201
577,2/3/1988,2,AC/DC Bag,447,201
578,2/3/1988,2,Possum,311,201
579,2/7/1988,1,Fire,317,359
580,2/7/1988,1,McGrupp and the Watchful Hosemasters,566,359
581,2/7/1988,1,Shaggy Dog,258,359
582,2/7/1988,1,Golgi Apparatus,302,359
583,2/7/1988,1,Alumni Blues,348,359
584,2/7/1988,1,Letter to Jimmy Page,63,359
585,2/7/1988,1,Alumni Blues,40,359
586,2/7/1988,3,Good Times Bad Times,469,359
587,2/7/1988,1,Peaches en Regalia,315,359
588,2/7/1988,1,Phase Dance,510,359
589,2/7/1988,1,Dear Mrs. Reagan,275,359
590,2/7/1988,1,I Didn't Know,206,359
591,2/7/1988,1,David Bowie,942,359
592,2/7/1988,2,Happy Birthday to You,169,359
593,2/7/1988,2,AC/DC Bag,423,359
594,2/7/1988,2,Timber (Jerry),469,359
595,2/7/1988,2,Flat Fee,155,359
596,2/7/1988,2,Fee,340,359
597,2/7/1988,2,Possum,340,359
598,2/7/1988,2,The Lizards,613,359
599,2/7/1988,2,Fly Famous Mockingbird,445,359
600,2/7/1988,2,Whipping Post,780,359
601,2/7/1988,3,Suzy Greenberg,303,359
602,2/7/1988,3,The Man Who Stepped Into Yesterday,194,359
603,2/7/1988,3,Avenu Malkenu,197,359
604,2/7/1988,3,The Man Who Stepped Into Yesterday,96,359
605,2/7/1988,3,Clod,197,359
606,2/7/1988,3,Bundle of Joy,125,359
607,2/7/1988,3,The Curtain With,929,359
608,2/7/1988,3,The Ballad of Curtis Loew,301,359
609,2/8/1988,1,Slave to the Traffic Light ,441,359
610,2/8/1988,1,Funky Bitch ,295,359
611,2/8/1988,1,Take the 'A' Train ,303,359
612,2/8/1988,1,Golgi Apparatus ,314,359
613,2/8/1988,3,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,430,359
614,2/8/1988,1,Phase Dance ,476,359
615,2/8/1988,1,Fire ,304,359
616,2/8/1988,1,You Enjoy Myself ,910,359
617,2/8/1988,2,Fluffhead ,944,359
618,2/8/1988,2,Wilson ,448,359
619,2/8/1988,2,Peaches en Regalia ,204,359
620,2/8/1988,2,Divided Sky ,276,359
621,2/8/1988,2,The Lizards ,606,359
622,2/8/1988,2,Run Like an Antelope ,667,359
623,2/8/1988,3,The Sloth ,149,359
624,2/8/1988,3,Flat Fee ,151,359
625,2/8/1988,3,Dinner and a Movie ,251,359
626,2/8/1988,3,Harry Hood ,850,359
627,2/8/1988,3,Bike ,304,359
628,2/8/1988,3,Fee ,329,359
629,2/8/1988,3,Jesus Just Left Chicago ,427,359
630,2/8/1988,3,Big Black Furry Creature from Mars ,173,359
631,2/20/1988,1,Funky Bitch,159,488
632,2/20/1988,1,Golgi Apparatus,313,488
633,2/20/1988,1,Peaches en Regalia,207,488
634,2/20/1988,1,Take the 'A' Train,242,488
635,2/20/1988,1,Possum,344,488
636,2/20/1988,1,Phase Dance,434,488
637,2/20/1988,1,Good Times Bad Times,347,488
638,2/20/1988,1,Skin It Back,757,488
639,2/20/1988,1,David Bowie,639,488
640,2/20/1988,2,Wilson,420,488
641,2/20/1988,2,I Didn't Know,171,488
642,2/20/1988,2,Fluffhead,854,488
643,2/20/1988,2,Fire,331,488
644,2/20/1988,2,Fee,266,488
645,2/20/1988,2,You Enjoy Myself,865,488
646,2/20/1988,2,Divided Sky,249,488
647,2/20/1988,2,AC/DC Bag,366,488
648,2/20/1988,2,Whipping Post,846,488
649,2/20/1988,2,Slave to the Traffic Light,393,488
650,2/24/1988,1,The Curtain,91,201
651,2/24/1988,1,You Enjoy Myself,796,201
652,2/24/1988,1,I Didn't Know,201,201
653,2/24/1988,1,The Lizards,613,201
654,2/24/1988,1,Wilson,252,201
655,2/24/1988,1,Peaches en Regalia,198,201
656,2/24/1988,1,Golgi Apparatus,267,201
657,2/24/1988,1,Slave to the Traffic Light,571,201
658,2/24/1988,1,Corinna,251,201
659,2/24/1988,1,Fee,325,201
660,2/24/1988,1,David Bowie,916,201
661,2/24/1988,2,Mustang Sally,478,201
662,2/24/1988,2,Sneakin' Sally Through the Alley,414,201
663,2/24/1988,2,Sanity,360,201
664,2/24/1988,2,La Grange,192,201
665,2/24/1988,2,Harry Hood,781,201
666,2/26/1988,1,The Curtain ,392,294
667,2/26/1988,1,Suzy Greenberg ,345,294
668,2/26/1988,1,You Enjoy Myself ,882,294
669,2/26/1988,1,The Man Who Stepped Into Yesterday ,188,294
670,2/26/1988,1,Avenu Malkenu ,192,294
671,2/26/1988,1,The Man Who Stepped Into Yesterday ,69,294
672,2/26/1988,1,AC/DC Bag ,383,294
673,2/26/1988,1,Possum ,325,294
674,2/26/1988,1,Phase Dance ,500,294
675,2/26/1988,1,Good Times Bad Times ,465,294
676,2/26/1988,2,Fluffhead ,913,294
677,2/26/1988,2,I Didn't Know ,213,294
678,2/26/1988,2,Golgi Apparatus ,270,294
679,2/26/1988,2,The Lizards ,339,294
680,3/11/1988,1,The Chicken,337,532
681,3/11/1988,1,Funky Bitch,307,532
682,3/11/1988,1,Sneakin' Sally Through the Alley,328,532
683,3/11/1988,1,Take the 'A' Train,266,532
684,3/11/1988,1,You Enjoy Myself,706,532
685,3/11/1988,1,Wilson,350,532
686,3/11/1988,1,Golgi Apparatus,255,532
687,3/11/1988,1,Slave to the Traffic Light,372,532
688,3/11/1988,1,Flat Fee,141,532
689,3/11/1988,1,Corinna,299,532
690,3/11/1988,1,The Lizards,679,532
691,3/11/1988,1,David Bowie,487,532
692,3/11/1988,2,Fluffhead,923,532
693,3/11/1988,2,Dinner and a Movie,255,532
694,3/11/1988,2,Harry Hood,752,532
695,3/11/1988,2,The Ballad of Curtis Loew,312,532
696,3/11/1988,2,Harpua,612,532
697,3/11/1988,2,AC/DC Bag,356,532
698,3/11/1988,2,Alumni Blues,286,532
699,3/11/1988,2,Run Like an Antelope,884,532
700,3/12/1988,1,Jump Monk ,415,359
701,3/12/1988,1,McGrupp and the Watchful Hosemasters ,527,359
702,3/12/1988,1,The Lizards ,661,359
703,3/12/1988,1,Tela ,482,359
704,3/12/1988,1,Wilson ,397,359
705,3/12/1988,1,AC/DC Bag ,379,359
706,3/12/1988,1,Colonel Forbin's Ascent ,408,359
707,3/12/1988,1,Fly Famous Mockingbird ,439,359
708,3/12/1988,1,The Sloth ,266,359
709,3/12/1988,1,Possum ,447,359
710,3/12/1988,1,Run Like an Antelope ,528,359
711,3/21/1988,1,Suzy Greenberg,352,359
712,3/21/1988,1,Golgi Apparatus,296,359
713,3/21/1988,1,McGrupp and the Watchful Hosemasters,480,359
714,3/21/1988,1,Sneakin' Sally Through the Alley,370,359
715,3/21/1988,1,Divided Sky,265,359
716,3/21/1988,1,Boogie On Reggae Woman,297,359
717,3/21/1988,1,Timber (Jerry),325,359
718,3/21/1988,1,The Lizards,671,359
719,3/21/1988,2,Fire,325,359
720,3/21/1988,2,AC/DC Bag,343,359
721,3/21/1988,2,The Chase,32,359
722,3/21/1988,2,Possum,383,359
723,3/21/1988,2,Dinner and a Movie,233,359
724,3/21/1988,2,I Didn't Know,258,359
725,3/21/1988,2,Colonel Forbin's Ascent,300,359
726,3/21/1988,2,Fly Famous Mockingbird,279,359
727,3/22/1988,1,Harpua,648,359
728,3/22/1988,1,Wilson,272,359
729,3/22/1988,1,Peaches en Regalia,210,359
730,3/22/1988,1,Funky Bitch,329,359
731,3/22/1988,1,Golgi Apparatus,301,359
732,3/22/1988,1,Suzy Greenberg,333,359
733,3/22/1988,1,You Enjoy Myself,740,359
734,3/22/1988,1,The Lizards,636,359
735,3/22/1988,1,Good Times Bad Times,392,359
736,3/22/1988,1,Happy Birthday to You,96,359
737,3/22/1988,1,Colonel Forbin's Ascent,44,359
738,3/22/1988,1,Icculus,143,359
739,3/22/1988,1,Colonel Forbin's Ascent,351,359
740,3/22/1988,1,Fly Famous Mockingbird,500,359
741,3/22/1988,1,AC/DC Bag,376,359
742,4/22/1988,1,I Didn't Know,167,637
743,4/22/1988,2,Alumni Blues > Letter to Jimmy Page > Alumni Blues,238,637
744,4/22/1988,1,Golgi Apparatus,311,637
745,4/22/1988,1,The Lizards,632,637
746,4/22/1988,1,Fee,377,637
747,4/22/1988,1,Shaggy Dog,213,637
748,4/22/1988,1,Big Black Furry Creature from Mars,173,637
749,4/22/1988,1,You Enjoy Myself,803,637
750,4/22/1988,1,Suzy Greenberg,365,637
751,4/22/1988,1,Ya Mar,398,637
752,4/22/1988,1,AC/DC Bag,300,637
753,4/22/1988,1,Possum,399,637
754,4/22/1988,1,The Ballad of Curtis Loew,344,637
755,4/22/1988,1,David Bowie,730,637
756,4/22/1988,2,Colonel Forbin's Ascent,423,637
757,4/22/1988,2,Fly Famous Mockingbird,411,637
758,4/22/1988,2,Fire,398,637
759,4/22/1988,2,Run Like an Antelope,646,637
760,4/22/1988,2,Fluffhead,906,637
761,4/22/1988,2,Dinner and a Movie,250,637
762,4/22/1988,2,Harry Hood,737,637
763,4/22/1988,2,Harpua,594,637
764,5/14/1988,1,Fire ,280,207
765,5/14/1988,1,I Didn't Know ,300,207
766,5/14/1988,1,Halley's Comet ,390,207
767,5/14/1988,1,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,317,207
768,5/14/1988,1,Light Up Or Leave Me Alone ,383,207
769,5/14/1988,1,You Enjoy Myself ,1048,207
770,5/14/1988,1,The Lizards (cut) ,429,207
771,5/14/1988,1,The Lizards (continued) ,120,207
772,5/14/1988,1,Big Black Furry Creature from Mars ,227,207
773,5/14/1988,1,Jesus Just Left Chicago ,576,207
774,5/14/1988,1,Fluffhead ,974,207
775,5/14/1988,1,Take the 'A' Train ,570,207
776,5/15/1988,1,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,493,57
777,5/15/1988,1,Golgi Apparatus ,333,57
778,5/15/1988,1,You Enjoy Myself ,559,57
779,5/15/1988,1,Suzy Greenberg ,327,57
780,5/15/1988,1,Good Times Bad Times ,343,57
781,5/15/1988,1,Fluffhead ,864,57
782,5/15/1988,1,Shaggy Dog ,234,57
783,5/15/1988,1,The Lizards ,618,57
784,5/15/1988,1,Sneakin' Sally Through the Alley ,352,57
785,5/15/1988,1,AC/DC Bag ,348,57
786,5/15/1988,1,Possum ,376,57
787,5/15/1988,2,Icculus ,227,57
788,5/15/1988,2,McGrupp and the Watchful Hosemasters ,615,57
789,5/15/1988,2,The Curtain With ,893,57
790,5/15/1988,2,Wilson ,365,57
791,5/15/1988,2,Peaches en Regalia ,180,57
792,5/15/1988,2,Take the 'A' Train ,293,57
793,5/15/1988,2,Jesus Just Left Chicago ,260,57
794,5/15/1988,2,I Didn't Know ,249,57
795,5/15/1988,2,Flat Fee ,131,57
796,5/15/1988,2,Whipping Post ,922,57
797,5/15/1988,2,Harpua ,759,57
798,5/15/1988,E,Fire ,360,57
799,5/21/1988,1,Alumni Blues > Letter to Jimmy Page > Alumni Blues,516,359
800,5/21/1988,1,Funky Bitch,280,359
801,5/21/1988,1,Sneakin' Sally Through the Alley,548,359
802,5/21/1988,1,You Enjoy Myself,922,359
803,5/21/1988,1,St. Thomas,388,359
804,5/21/1988,1,Golgi Apparatus,392,359
805,5/21/1988,1,Fire,360,359
806,5/21/1988,2,La Grange,228,359
807,5/21/1988,2,Possum,348,359
808,5/21/1988,2,The Lizards,657,359
809,5/21/1988,2,Timber (Jerry),516,359
810,5/21/1988,2,Tela,846,359
811,5/21/1988,2,Happy Birthday to You,74,359
812,5/21/1988,2,Fluffhead,937,359
813,5/21/1988,2,Bike,335,359
814,5/21/1988,2,Good Times Bad Times,429,359
815,5/21/1988,3,Big Leg Emma,261,359
816,5/21/1988,3,Rocky Top,166,359
817,5/21/1988,3,Cities,294,359
818,5/21/1988,3,Take the 'A' Train,342,359
819,5/21/1988,3,The Curtain With,815,359
820,5/21/1988,3,Suzy Greenberg,314,359
821,5/23/1988,1,Take the 'A' Train ,317,359
822,5/23/1988,1,Golgi Apparatus ,357,359
823,5/23/1988,1,You Enjoy Myself ,1191,359
824,5/23/1988,1,Rocky Top ,192,359
825,5/23/1988,1,Light Up Or Leave Me Alone ,446,359
826,5/23/1988,1,I Didn't Know ,225,359
827,5/23/1988,1,Peaches en Regalia ,182,359
828,5/23/1988,1,Possum ,429,359
829,5/23/1988,1,Good Times Bad Times ,475,359
830,5/24/1988,1,The Curtain With  ,865,359
831,5/24/1988,1,Rocky Top  ,171,359
832,5/24/1988,1,Funky Bitch  ,315,359
833,5/24/1988,1,Alumni Blues > Letter to Jimmy Page > Alumni Blues  ,373,359
834,5/24/1988,1,Peaches en Regalia  ,199,359
835,5/24/1988,1,Golgi Apparatus  ,321,359
836,5/24/1988,1,Sneakin' Sally Through the Alley  ,430,359
837,5/24/1988,1,Suzy Greenberg  ,315,359
838,5/24/1988,1,Fire  ,403,359
839,5/24/1988,3,Halley's Comet > The Sloth  ,448,359
840,5/24/1988,2,Jesus Just Left Chicago  ,917,359
841,5/24/1988,2,Fluffhead  ,918,359
842,5/24/1988,2,Whipping Post  ,1562,359
843,5/24/1988,3,I Didn't Know  ,290,359
844,5/24/1988,3,La Grange  ,222,359
845,5/24/1988,3,Fee  ,309,359
846,5/24/1988,3,I Know a Little  ,190,359
847,5/24/1988,3,Big Black Furry Creature from Mars  ,180,359
848,5/24/1988,3,Corinna  ,271,359
849,5/24/1988,3,Harpua  ,658,359
850,5/24/1988,3,Run Like an Antelope  ,899,359
851,5/24/1988,3,Ya Mar > Jam  ,1130,359
852,6/15/1988,1,Suzy Greenberg ,320,564
853,6/15/1988,1,Alumni Blues ,432,564
854,6/15/1988,1,Alumni Blues ,38,564
855,6/15/1988,1,You Enjoy Myself ,957,564
856,6/15/1988,1,Wilson ,345,564
857,6/15/1988,1,Rocky Top ,176,564
858,6/15/1988,1,McGrupp and the Watchful Hosemasters ,342,564
859,6/15/1988,1,Fluffhead ,887,564
860,6/15/1988,1,Golgi Apparatus ,302,564
861,6/15/1988,2,La Grange ,251,564
862,6/15/1988,2,Fee ,316,564
863,6/15/1988,2,Timber (Jerry) ,538,564
864,6/15/1988,2,I Didn't Know ,342,564
865,6/15/1988,2,The Lizards ,675,564
866,6/15/1988,2,AC/DC Bag ,433,564
867,6/15/1988,2,The Sloth ,142,564
868,6/15/1988,2,Contact ,397,564
869,6/15/1988,2,Dinner and a Movie ,231,564
870,6/15/1988,2,Take the 'A' Train ,500,564
871,6/15/1988,1,Letter to Jimmy Page ,22,564
872,6/15/1988,2,Good Times Bad Times (cut) ,226,564
873,6/15/1988,2,Good Times Bad Times (continued) ,166,564
874,6/15/1988,2,Whipping Post ,1048,564
875,6/15/1988,2,Dear Mrs. Reagan ,245,564
876,6/19/1988,1,The Curtain With ,961,359
877,6/19/1988,1,Funky Bitch ,329,359
878,6/19/1988,1,Possum ,464,359
879,6/19/1988,1,Golgi Apparatus ,346,359
880,6/19/1988,1,La Grange (cut) ,148,359
881,6/19/1988,1,La Grange (continued) ,83,359
882,6/19/1988,1,Suzy Greenberg ,325,359
883,6/19/1988,1,Big Leg Emma ,337,359
884,6/19/1988,2,Good Times Bad Times ,452,359
885,6/19/1988,2,Cities ,322,359
886,6/19/1988,2,Alumni Blues (cut) ,157,359
887,6/19/1988,2,Alumni Blues (continued) ,115,359
888,6/19/1988,2,Letter to Jimmy Page ,68,359
889,6/19/1988,2,Alumni Blues ,40,359
890,6/19/1988,2,Big Black Furry Creature from Mars ,165,359
891,6/19/1988,2,"Swing Low, Sweet Chariot ",133,359
892,6/19/1988,2,Contact ,472,359
893,6/19/1988,2,Run Like an Antelope ,734,359
894,6/19/1988,3,I Know a Little ,188,359
895,6/19/1988,3,Mike's Song (cut) ,301,359
896,6/19/1988,3,Mike's Song (continued) ,309,359
897,6/19/1988,3,Corinna ,282,359
898,6/19/1988,3,Rocky Top ,188,359
899,6/19/1988,3,McGrupp and the Watchful Hosemasters ,529,359
900,6/19/1988,E,Jesus Just Left Chicago ,610,359
901,6/20/1988,1,Slave to the Traffic Light,524,359
902,6/20/1988,1,Peaches en Regalia,191,359
903,6/20/1988,1,You Enjoy Myself,1013,359
904,6/20/1988,1,Fluffhead,898,359
905,6/20/1988,1,AC/DC Bag,292,359
906,6/20/1988,1,The Lizards,632,359
907,6/20/1988,2,Halley's Comet,277,359
908,6/20/1988,2,Wilson,377,359
909,6/20/1988,2,Ya Mar,310,359
910,6/20/1988,2,Jam,1168,359
911,6/20/1988,2,I Didn't Know,281,359
912,6/20/1988,3,Sneakin' Sally Through the Alley,548,359
913,6/20/1988,3,Tela,740,359
914,6/20/1988,3,Fee,323,359
915,6/20/1988,3,Golgi Apparatus,280,359
916,6/20/1988,3,Satin Doll,100,359
917,6/20/1988,3,Take the 'A' Train,428,359
918,6/20/1988,3,Possum,418,359
919,6/20/1988,3,The Ballad of Curtis Loew,323,359
920,6/20/1988,3,David Bowie,1011,359
921,6/21/1988,3,Whipping Post (cut) ,3,359
922,6/21/1988,1,Fluffhead ,878,359
923,6/21/1988,1,Rocky Top ,165,359
924,6/21/1988,1,Mustang Sally ,454,359
925,6/21/1988,1,Suzy Greenberg ,321,359
926,6/21/1988,1,The Curtain ,383,359
927,6/21/1988,1,The Lizards (cut) ,444,359
928,6/21/1988,1,The Lizards (continued) ,212,359
929,6/21/1988,1,Fly Famous Mockingbird (aborted) ,24,359
930,6/21/1988,1,Fly Famous Mockingbird ,428,359
931,6/21/1988,1,Fire ,591,359
932,6/21/1988,2,AC/DC Bag ,480,359
933,6/21/1988,2,Flat Fee ,123,359
934,6/21/1988,2,Alumni Blues ,221,359
935,6/21/1988,2,Letter to Jimmy Page ,86,359
936,6/21/1988,2,Alumni Blues ,46,359
937,6/21/1988,2,Jesus Just Left Chicago (cut) ,585,359
938,6/21/1988,2,Jesus Just Left Chicago (continued) ,112,359
939,6/21/1988,2,Good Times Bad Times ,488,359
940,6/21/1988,2,Contact ,413,359
941,6/21/1988,2,Peaches en Regalia ,196,359
942,6/21/1988,2,Golgi Apparatus ,307,359
943,6/21/1988,3,Harpua ,132,359
944,6/21/1988,3,Narration ,362,359
945,6/21/1988,3,Harpua ,255,359
946,6/21/1988,3,I Didn't Know ,319,359
947,6/21/1988,3,Whipping Post (continued ,1543,359
948,6/24/1988,1,The Lizards,567,219
949,6/24/1988,1,Possum,495,219
950,6/24/1988,1,Blue Bossa,655,219
951,6/24/1988,1,Alumni Blues,252,219
952,6/24/1988,1,Letter to Jimmy Page,58,219
953,6/24/1988,1,Alumni Blues,37,219
954,6/24/1988,1,Sneakin' Sally Through the Alley,331,219
955,7/11/1988,1,Satin Doll ,304,456
956,7/11/1988,1,Suzy Greenberg ,417,456
957,7/11/1988,1,The Curtain With ,970,456
958,7/11/1988,1,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,514,456
959,7/11/1988,1,Funky Bitch ,356,456
960,7/11/1988,1,Fire ,309,456
961,7/11/1988,1,Bold As Love ,332,456
962,7/11/1988,1,Colonel Forbin's Ascent ,363,456
963,7/11/1988,1,Fly Famous Mockingbird ,489,456
964,7/11/1988,1,Golgi Apparatus ,306,456
965,7/11/1988,E,McGrupp and the Watchful Hosemasters ,562,456
966,7/11/1988,E,La Grange ,360,456
967,7/12/1988,1,Cities ,283,456
968,7/12/1988,1,The Lizards ,698,456
969,7/12/1988,1,Sneakin' Sally Through the Alley ,652,456
970,7/12/1988,1,Good Times Bad Times ,459,456
971,7/12/1988,1,Happy Birthday to You ,51,456
972,7/12/1988,1,Peaches en Regalia ,221,456
973,7/12/1988,1,You Enjoy Myself ,1083,456
974,7/12/1988,1,I Didn't Know ,350,456
975,7/12/1988,2,Blue Bossa ,504,456
976,7/12/1988,2,Take the 'A' Train ,527,456
977,7/12/1988,2,Timber (Jerry) ,635,456
978,7/12/1988,2,Fluffhead ,822,456
979,7/12/1988,2,Jesus Just Left Chicago ,548,456
980,7/12/1988,2,Slave to the Traffic Light ,523,456
981,7/12/1988,2,AC/DC Bag ,372,456
982,7/12/1988,2,Roll Like a Cantaloupe ,818,456
983,7/23/1988,1,Jam ,336,403
984,7/23/1988,1,Colonel Forbin's Ascent ,410,403
985,7/23/1988,1,Fly Famous Mockingbird ,430,403
986,7/23/1988,1,Mike's Song ,523,403
987,7/23/1988,2,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,365,403
988,7/23/1988,1,I Am Hydrogen ,149,403
989,7/23/1988,1,Weekapaug Groove ,397,403
990,7/23/1988,1,The Lizards ,472,403
991,7/23/1988,1,On Your Way Down ,364,403
992,7/23/1988,1,AC/DC Bag ,466,403
993,7/23/1988,1,Possum ,519,403
994,7/23/1988,1,Walk Away ,222,403
995,7/23/1988,1,Bold As Love ,373,403
996,7/23/1988,1,No Dogs Allowed ,298,403
997,7/23/1988,1,No Dogs Allowed (continued) ,497,403
998,7/23/1988,1,The Sloth ,251,403
999,7/23/1988,1,Fire ,365,403
1000,7/23/1988,2,Wilson ,426,403
1001,7/23/1988,2,Terrapin ,303,403
1002,7/23/1988,2,The Curtain With > Dave's Energy Guide > The Curtain With ,1269,403
1003,7/23/1988,2,Run Like an Antelope ,780,403
1004,7/23/1988,2,Satin Doll ,365,403
1005,7/23/1988,2,Blue Bossa ,709,403
1006,7/23/1988,2,La Grange ,337,403
1007,7/23/1988,2,Peaches en Regalia ,173,403
1008,7/23/1988,3,You Enjoy Myself ,1227,403
1009,7/23/1988,3,Contact ,380,403
1010,7/23/1988,3,Harry Hood ,833,403
1011,7/23/1988,3,Dinner and a Movie ,240,403
1012,7/23/1988,3,Slave to the Traffic Light ,566,403
1013,7/23/1988,3,The Ballad of Curtis Loew ,324,403
1014,7/23/1988,3,Good Times Bad Times ,409,403
1015,7/24/1988,1,Walk Away ,246,359
1016,7/24/1988,1,Golgi Apparatus ,301,359
1017,7/24/1988,1,Funky Bitch ,357,359
1018,7/24/1988,2,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,576,359
1019,7/24/1988,1,Colonel Forbin's Ascent ,357,359
1020,7/24/1988,1,Fly Famous Mockingbird ,581,359
1021,7/24/1988,1,Sneakin' Sally Through the Alley ,512,359
1022,7/24/1988,1,Mike's Song ,450,359
1023,7/24/1988,1,I Am Hydrogen ,161,359
1024,7/24/1988,1,Weekapaug Groove ,416,359
1025,7/24/1988,1,Bold As Love ,368,359
1026,7/24/1988,2,Light Up Or Leave Me Alone ,529,359
1027,7/24/1988,2,Fluffhead ,864,359
1028,7/24/1988,2,La Grange ,321,359
1029,7/24/1988,2,The Lizards ,608,359
1030,7/24/1988,2,On Your Way Down ,343,359
1031,7/24/1988,2,Cities ,303,359
1032,7/24/1988,2,David Bowie ,652,359
1033,7/24/1988,3,The Man Who Stepped Into Yesterday ,199,359
1034,7/24/1988,3,Avenu Malkenu ,192,359
1035,7/24/1988,3,Peaches en Regalia ,202,359
1036,7/24/1988,3,Jesus Just Left Chicago ,888,359
1037,7/24/1988,3,McGrupp and the Watchful Hosemasters ,529,359
1038,7/24/1988,3,Run Like an Antelope ,782,359
1039,7/25/1988,2,Skin It Back ,549,359
1040,7/25/1988,2,Harpua ,726,359
1041,7/25/1988,2,Big Black Furry Creature from Mars ,190,359
1042,7/25/1988,2,Sanity ,545,359
1043,7/25/1988,E,Icculus ,265,359
1044,7/25/1988,E,Camel Walk ,378,359
1045,7/29/1988,2,Colonel Forbin's Ascent ,704,596
1046,7/29/1988,2,I Didn't Know ,395,596
1047,7/29/1988,2,Good Times Bad Times ,504,596
1048,7/29/1988,3,Rocky Top ,206,596
1049,7/29/1988,3,Light Up Or Leave Me Alone ,411,596
1050,7/29/1988,3,Contact ,449,596
1051,7/29/1988,3,Whipping Post ,414,596
1052,7/29/1988,3,The Ballad of Curtis Loew ,379,596
1053,7/29/1988,3,Take the 'A' Train ,437,596
1054,7/29/1988,3,McGrupp and the Watchful Hosemasters ,615,596
1055,7/29/1988,3,Bold As Love ,359,596
1056,7/30/1988,3,Harpua ,725,596
1057,7/30/1988,3,Fluffhead ,881,596
1058,7/30/1988,3,Anarchy ,26,596
1059,7/30/1988,3,Dear Mrs. Reagan ,285,596
1060,7/30/1988,3,Terrapin ,345,596
1061,7/30/1988,3,Run Like an Antelope ,618,596
1062,7/30/1988,E,Fire ,321,596
1063,8/3/1988,2,I Know a Little ,199,199
1064,8/3/1988,2,You Enjoy Myself ,1003,199
1065,8/3/1988,2,Jesus Just Left Chicago ,652,199
1066,8/3/1988,3,Peaches en Regalia ,176,199
1067,8/3/1988,3,Mike's Song ,737,199
1068,8/3/1988,3,I Am Hydrogen ,179,199
1069,8/3/1988,3,Fluffhead ,932,199
